WaveLength,Rrs_sim,Rrs_lid
537.8,5.202826631,8.378137326
539.2,5.168835052,8.480408991
540.6,5.088293409,8.517918996
542,4.959997011,8.509752799
543.4,4.84394862,8.435504671
544.8,4.684983001,8.337194602
546.2,4.531756654,8.251665099
547.6,4.438829688,8.211566697
549,4.432907911,8.239384393
550.3,4.56437445,8.324121879
551.7,4.750270925,8.433988271
553.1,4.929375499,8.559816932
554.5,5.084489291,8.683760705
555.9,5.17652243,8.794235291
557.3,5.217825225,8.886616423
558.7,5.213255881,8.964996503
560.1,5.195288649,9.029417089
561.5,5.166080022,9.086280194
562.8,5.152361324,9.136798427
564.2,5.154608707,9.193146242
565.6,5.156698647,9.249825839
567,5.157817215,9.307872393
568.4,5.172352782,9.364423102
569.8,5.175957657,9.419435264
571.1,5.177634658,9.475409323
572.5,5.192507422,9.530046336
573.9,5.225918608,9.584987848
575.3,5.256752819,9.636021269
576.7,5.28322994,9.680822739
578,5.316008026,9.726500865
579.4,5.351522803,9.76625868
580.8,5.399391366,9.804032067
582.2,5.46970345,9.841257372
583.6,5.554714197,9.878352212
585,5.640942187,9.913993455
586.3,5.742514471,9.946022394
587.7,5.836728117,9.980049326
589.1,5.913223547,10.00728039
590.5,5.971983076,10.02634421
591.8,6.063142709,10.0473724
593.2,6.158026232,10.06580629
594.6,6.234261229,10.0812145
596,6.301102865,10.09645074
597.3,6.364623443,10.10807394
598.7,6.420734182,10.11565565
600.1,6.464804369,10.12452148
601.5,6.49590351,10.13196765
602.8,6.522927258,10.13941669
604.2,6.55840493,10.14825113
605.6,6.593005845,10.1540452
607,6.615070815,10.16010572
608.3,6.632267009,10.16861915
609.7,6.647070702,10.17510284
611.1,6.65742878,10.18076027
612.5,6.668086408,10.18790913
613.8,6.67944917,10.19375496
615.2,6.677881284,10.19593209
616.6,6.671122361,10.1928441
617.9,6.666916113,10.19458026
619.3,6.684492947,10.19718098
620.7,6.70658446,10.20285752
622,6.723042378,10.20923964
623.4,6.728484809,10.21362343
624.8,6.727365154,10.21462334
626.1,6.728549848,10.21639995
627.5,6.732150923,10.21881766
628.9,6.726266985,10.21688192
630.2,6.714028276,10.21246827
631.6,6.703085197,10.20515495
633,6.698367489,10.19837383
634.3,6.710528266,10.20139185
635.7,6.72993787,10.20801645
637.1,6.753868752,10.21814983
638.4,6.772750066,10.22617273
639.8,6.75635332,10.22066591
641.2,6.72604903,10.20307246
642.5,6.694154729,10.18702533
643.9,6.668782731,10.17256524
645.2,6.644638084,10.16472281
646.6,6.623780045,10.16893612
648,6.600520059,10.18163454
649.3,6.566233616,10.19972978
650.7,6.531279893,10.20845221
652,6.534780858,10.21106993
653.4,6.589551437,10.22384897
654.8,6.627356118,10.24394435
656.1,6.601467185,10.25326256
657.5,6.538213101,10.25049657
658.8,6.530138226,10.25788685
660.2,6.55700854,10.26952164
661.5,6.574185124,10.27768585
662.9,6.565741601,10.27917258
664.3,6.593935082,10.28816728
665.6,6.722776966,10.29601731
667,6.732466455,10.28480442
668.3,6.708377696,10.30727546
669.7,6.703214357,10.38857827
671,6.727236356,10.45971011
672.4,6.714130167,10.50015507
673.7,6.67080265,10.51076288
675.1,6.626594291,10.50350778
676.4,6.565006054,10.43924959
677.8,6.413930334,10.35214362
679.1,6.254191894,10.29163278
680.5,6.208636548,10.2718539
681.8,6.321355766,10.29368119
683.2,6.529580485,10.34876197
684.5,6.746014993,10.4119188
685.9,6.882760385,10.47451074
687.2,6.886295271,10.50239916
688.6,6.871169288,10.52233564
689.9,6.899554793,10.53219314
691.3,6.952475749,10.54257043
692.6,7.016159265,10.55588052
694,7.072435885,10.56669605
695.3,7.128448712,10.58047001
696.6,7.201136663,10.59463394
698,7.279270306,10.61405235
699.3,7.347887833,10.63302121
700.7,7.405585883,10.65111632
702,7.462946788,10.673644
703.3,7.526035878,10.69107821
704.7,7.593609538,10.71333758
706,7.658079233,10.73376622
707.4,7.715118905,10.75549759
708.7,7.7773486,10.77830967
710,7.835829868,10.80154918
711.4,7.895954852,10.82435788
712.7,7.957814217,10.85386462
714,8.035497819,10.88911288
715.4,8.120979306,10.92851117
716.7,8.188109158,10.9628706
718,8.206975925,10.98411603
719.4,8.210991438,10.99556159
720.7,8.257024293,11.0085385
722,8.334261191,11.02926912
723.4,8.395499263,11.04819917
724.7,8.435621585,11.06850342
726,8.471488095,11.08616294
727.3,8.509908034,11.09780438
728.7,8.546586317,11.10933754
730,8.57147259,11.11824894
731.3,8.597977369,11.12259864
732.6,8.632508261,11.12888903
734,8.674090595,11.13973678
735.3,8.713156934,11.15386444
736.6,8.739476069,11.16682041
737.9,8.765348613,11.18559392
739.2,8.789244897,11.20640806
740.6,8.803698735,11.21756991
741.9,8.81745251,11.22200963
743.2,8.835198344,11.22202718
744.5,8.856350072,11.22742889
745.8,8.874459348,11.22732722
747.2,8.894505613,11.23324253
748.5,8.907163505,11.23446745
749.8,8.914576142,11.23707786
751.1,8.920108305,11.24179511
752.4,8.925089743,11.25084119
753.7,8.936695114,11.26139399
755,8.953072767,11.27778492
756.3,9.010481337,11.32248677
757.6,9.157062169,11.38885177
759,9.286891536,11.46232157
760.2,9.267230546,11.48254848
761.6,9.056447432,11.44823484
762.9,8.889025352,11.40818196
764.2,8.840376517,11.35193097
765.5,8.851294266,11.30909046
766.8,8.913716794,11.30576583
768.1,8.982153466,11.32002361
769.4,9.034944369,11.34112898
770.7,9.061332211,11.35720734
772,9.071345949,11.36684723
773.3,9.077977016,11.3770836
774.6,9.087893354,11.39102853
775.8,9.097045122,11.39968437
777.2,9.106410309,11.40677929
778.4,9.114776505,11.41407148
779.7,9.120652614,11.41772429
781,9.128259458,11.42276571
782.3,9.138756066,11.42572844
783.6,9.143894568,11.42443081
784.9,9.152225235,11.42641954
786.2,9.159274927,11.43760408
787.5,9.165429949,11.44172843
788.7,9.170531024,11.44999752
790,9.178696833,11.45778076
791.3,9.180459681,11.45931521
792.6,9.188843486,11.46779437
793.9,9.190430084,11.46851758
795.2,9.197126686,11.47334519
796.4,9.199905766,11.47599467
797.7,9.208345459,11.48038036
799,9.216821536,11.48554495
800.2,9.224300416,11.49231808
801.5,9.228181409,11.49920824
802.8,9.229870613,11.49908782
804.1,9.237124646,11.5052679
805.3,9.24060767,11.50847855
806.6,9.246202828,11.5089941
807.9,9.256471588,11.5153549
809.2,9.269638271,11.52563337
810.4,9.275474191,11.53730855
811.7,9.291581266,11.5525899
812.9,9.312686801,11.57029111
814.2,9.329478656,11.58392469
815.5,9.332713421,11.59392016
816.7,9.331009494,11.60518975
818,9.319919444,11.5964097
819.2,9.305181422,11.59122518
820.5,9.316982372,11.59042648
821.8,9.340831329,11.60617235
823,9.337007308,11.59578803
824.3,9.319303223,11.58684903
825.5,9.32344934,11.59395824
826.8,9.342781225,11.60223504
828,9.367450786,11.60961692
829.3,9.36958704,11.62052576
830.5,9.368909143,11.61614897
831.8,9.367862536,11.61410492
833,9.35915793,11.61000074
834.2,9.364984689,11.61326742
835.5,9.360285569,11.60610399
836.7,9.36930571,11.60694716
838,9.378533535,11.61272432
839.2,9.384906984,11.61775654
840.5,9.388931768,11.61709547
841.7,9.397155854,11.62078673
842.9,9.39890146,11.62808982
844.2,9.408051412,11.63517568
845.4,9.406039299,11.63017447
846.6,9.408565243,11.63147933
847.8,9.426604875,11.65215203
849.1,9.43458364,11.65347246
850.3,9.42397421,11.65556907
851.5,9.429521749,11.65860799
852.8,9.447771003,11.67643511
854,9.440827559,11.67260684
855.2,9.438142252,11.67847164
856.4,9.414720792,11.66233067
857.7,9.424431978,11.66835455
858.9,9.442016709,11.69180105
860.1,9.451765508,11.68447222
861.3,9.45939329,11.6981213
862.5,9.460337336,11.70118918
863.7,9.482185483,11.70807331
865,9.502147599,11.72347508
866.2,9.494317002,11.7260543
867.4,9.463191911,11.71555438
868.6,9.461525237,11.72275362
869.8,9.47302246,11.74370882
871,9.484311738,11.74517272
872.2,9.506913559,11.74276076
873.4,9.506759354,11.7457357
874.6,9.507261823,11.74794706
875.8,9.501964644,11.75070519
877,9.517356287,11.76547402
878.2,9.533512,11.77945553
879.5,9.540112482,11.79383303
880.7,9.536694898,11.79038761
881.8,9.548220674,11.80085957
883,9.532935019,11.79184981
884.2,9.549271885,11.81339257
885.4,9.551165357,11.8158843
886.6,9.574812292,11.8395664
887.8,9.575900337,11.85064077
889,9.56583917,11.84030216
890.2,9.580697018,11.8649205
891.4,9.597597973,11.87057767
892.6,9.612459089,11.90370938
893.8,9.630951307,11.91706671
895,9.641622085,11.95219578
896.2,9.655335735,11.97186606
897.3,9.646933167,11.95591538
898.5,9.642901245,11.96332407
899.7,9.645072345,11.98051287
900.9,9.621991997,11.96168037
902.1,9.582586735,11.93277175
903.3,9.62038889,11.96669571
904.5,9.630875058,11.98208464
905.6,9.659463931,12.00951139
906.8,9.676481928,12.02978721
908,9.686564348,12.0540174
909.2,9.666872059,12.04874011
910.3,9.679173662,12.07059175
911.5,9.673050378,12.0599123
912.7,9.675689124,12.07398908
913.9,9.704550001,12.08729096
915,9.693915861,12.07692821
916.2,9.689316523,12.08423084
917.4,9.680316412,12.09508396
918.6,9.679323054,12.09665408
919.7,9.67161181,12.09573892
920.9,9.714378767,12.11427531
922.1,9.722931487,12.12027376
923.2,9.70193423,12.09859872
924.4,9.72562203,12.14026362
925.6,9.723502704,12.15068465
926.8,9.754741999,12.19572409
927.9,9.790460543,12.23377893
929.1,9.83497072,12.28760841
930.3,9.868546035,12.36569503
931.4,9.871009848,12.3794116
932.6,9.837866405,12.4056496
933.8,9.852142033,12.4248638
934.9,9.805206947,12.37706245
936.1,9.725659093,12.32224562
937.3,9.68725027,12.31327809
938.4,9.684398114,12.33494124
939.6,9.727799294,12.36930419
940.8,9.788700988,12.39158811
941.9,9.807709083,12.37888846
943.1,9.833462094,12.3892292
944.2,9.815129538,12.43521459
945.4,9.760476911,12.3997528
946.6,9.771704847,12.40137839
947.7,9.821584212,12.45865404
948.9,9.755656967,12.39702219
950.1,9.760982742,12.45327951
951.2,9.742994853,12.44780193
952.4,9.705660887,12.41438128
953.6,9.732963772,12.44121366
954.7,9.741430691,12.47172613
955.9,9.742557513,12.43649827
957.1,9.771222348,12.46939981
958.2,9.751656717,12.4088842
959.4,9.750063914,12.4391417
960.6,9.748471721,12.43754949
961.7,9.750064108,12.43914186
962.9,9.774109433,12.49942784
964.1,9.795371596,12.46581863
965.2,9.743695549,12.43277208
966.4,9.766781603,12.46977649
967.6,9.7655339,12.41022666
968.8,9.723635028,12.35030459
969.9,9.731582731,12.34258483
971.1,9.746563544,12.39077035
972.3,9.691252843,12.34159384
973.5,9.769469718,12.39477127
974.6,9.771873927,12.45525021
975.8,9.736575251,12.40688624
977,9.697994294,12.36062614
978.2,9.717855514,12.34880629
979.3,9.764497643,12.41508963
980.5,9.692645623,12.3647578
981.7,9.648144372,12.26791922
982.9,9.66197341,12.24454081
984.1,9.721268326,12.36370827
985.3,9.673800055,12.39604682
986.5,9.656481553,12.3262756
987.6,9.71369195,12.30390976
988.8,9.704921365,12.28793547
990,9.649824995,12.21840792
993.4,9.965846098,12.66357616
997.3,9.964236193,12.58093654
1001.1,9.965234615,12.52698187
1005,9.962319547,12.48021416
1008.8,9.956740037,12.43771003
1012.7,9.95715875,12.36418819
1016.5,9.959408568,12.28678337
1020.4,9.95306568,12.20447222
1024.2,9.954751411,12.13982184
1028.1,9.963138242,12.10037576
1031.9,9.984261016,12.09814051
1035.8,10.00023775,12.1167861
1039.6,10.01287425,12.15116724
1043.4,10.02406588,12.18255261
1047.3,10.03852702,12.22282975
1051.1,10.0563622,12.25114131
1055,10.07476566,12.27398357
1058.8,10.08202084,12.29295095
1062.6,10.08453095,12.31955798
1066.5,10.08911116,12.34793446
1070.3,10.09654584,12.38467631
1074.1,10.11039074,12.4301195
1077.9,10.11877497,12.45941687
1081.8,10.1263822,12.49173767
1085.6,10.1355108,12.51764569
1089.4,10.13979086,12.54439568
1093.2,10.15125908,12.57833569
1097,10.1623153,12.61542842
1100.9,10.1773727,12.65757664
1104.7,10.19603421,12.68637014
1108.5,10.2437513,12.71163387
1112.3,10.30717152,12.74433545
1116.1,10.35743751,12.80147397
1119.9,10.33510012,12.87486132
1123.7,10.27443539,12.93454591
1127.5,10.24459644,12.92360098
1131.3,10.19151231,12.83725987
1135.1,10.16088479,12.70330327
1138.9,10.16083099,12.59240992
1142.7,10.18961235,12.52028695
1146.5,10.14439746,12.53431622
1150.3,10.02327544,12.62781611
1154.1,9.981202693,12.70921735
1157.9,9.954827841,12.78345131
1161.7,9.95613535,12.83904819
1165.5,9.952400299,12.89077753
1169.3,9.970075766,12.92210006
1173.1,9.975996542,12.94806379
1176.8,9.986642311,12.95804107
1180.6,9.982450452,12.96180518
1184.4,9.975293562,12.95333568
1188.2,9.955516341,12.94312236
1192,9.955190301,12.93407048
1195.8,9.968982539,12.93325492
1199.5,9.981181631,12.92794223
1203.3,9.982882649,12.93158347
1207.1,9.98922152,12.94225043
1210.8,10.01234639,12.96979697
1214.6,10.03677209,13.01630248
1218.4,10.05849858,13.07175507
1222.2,10.07695132,13.13203469
1225.9,10.08960072,13.19457766
1229.7,10.10738169,13.24707697
1233.4,10.11445128,13.30501562
1237.2,10.14064659,13.35451107
1241,10.16493849,13.39394528
1244.7,10.18486263,13.43204699
1248.5,10.20005257,13.46810311
1252.2,10.21374684,13.4970866
1256,10.23459315,13.53199325
1259.7,10.26191942,13.56267784
1263.5,10.27311487,13.58383664
1267.2,10.25601911,13.60279217
1271,10.23536409,13.62927444
1274.7,10.24055341,13.66082326
1278.5,10.27239203,13.69562452
1282.2,10.28983438,13.73557529
1286,10.30220163,13.77564822
1289.7,10.31973477,13.81218305
1293.4,10.33110544,13.84152877
1297.2,10.33946774,13.87114588
1300.9,10.34092282,13.9039543
1304.7,10.34203516,13.93427453
1308.4,10.33830199,13.9631582
1312.1,10.32367673,13.98663538
1315.8,10.31722952,14.00518043
1319.6,10.27519972,14.01517423
1323.3,10.25836076,14.02068968
1327,10.24916331,14.03679145
1330.8,10.21128322,14.05572894
1334.5,10.13943784,14.07112587
1338.2,10.12325071,14.08461035
1341.9,10.18550766,14.10206096
1345.6,10.27639628,14.15008482
1349.3,10.31664043,14.22187365
1353.1,10.23868899,14.29408268
1356.8,10.04457968,14.28998883
1360.5,9.877162461,14.03038294
1364.2,9.73809448,13.73195948
1367.9,9.575502254,13.45583516
1371.6,9.502743964,13.50844019
1375.3,9.48006106,13.59677641
1379.1,9.536817565,13.55037452
1382.8,9.471210548,13.59698163
1386.5,9.306964558,13.70129407
1390.2,9.133737285,13.7507913
1393.9,9.100573304,13.76266212
1397.6,8.876775247,13.77114595
1401.3,8.717670781,13.78887385
1405,8.502443052,13.72443324
1408.7,8.235875095,13.64217688
1412.3,8.016729993,13.55503217
1416,7.846206927,13.47236567
1419.7,7.749574753,13.41030056
1423.4,7.631562534,13.35245136
1427.1,7.611338137,13.29991389
1430.8,7.581184404,13.24311324
1434.5,7.58095464,13.22556906
1438.2,7.491628828,13.21391324
1441.9,7.404991554,13.20343627
1445.6,7.368866398,13.15764482
1449.2,7.29820539,13.14086982
1452.9,7.272908478,13.13444561
1456.6,7.289633922,13.13197949
1460.3,7.38421234,13.15325221
1463.9,7.491317737,13.19444481
1467.6,7.493165776,13.23827211
1471.3,7.474791277,13.26680753
1475,7.42385125,13.2608633
1478.6,7.461452295,13.25825862
1482.3,7.476145519,13.24451024
1486,7.474676849,13.25248562
1489.6,7.499952797,13.26533805
1493.3,7.530600567,13.27793252
1497,7.597742253,13.29735083
1500.6,7.666638707,13.34348964
1504.3,7.722045834,13.3899044
1508,7.76420475,13.44438363
1511.6,7.825079084,13.49452793
1515.3,7.894534628,13.54302157
1518.9,7.951675959,13.59385154
1522.6,8.003355455,13.64163628
1526.2,8.053726535,13.69483757
1529.9,8.107852565,13.74177079
1533.6,8.165485323,13.79527986
1537.2,8.22230481,13.84360078
1540.9,8.271758682,13.89332341
1544.5,8.315166195,13.93772366
1548.2,8.366929813,13.9833022
1551.8,8.425874203,14.02929846
1555.4,8.479774702,14.07185468
1559.1,8.521539236,14.10946611
1562.7,8.571755503,14.14386252
1566.4,8.625924946,14.18596825
1570,8.682088443,14.22188882
1573.7,8.714388214,14.25856605
1577.3,8.738671872,14.29348623
1580.9,8.766510915,14.32263038
1584.6,8.800063343,14.34215166
1588.2,8.844943414,14.37091501
1591.8,8.893535804,14.40890728
1595.5,8.944233732,14.43240902
1599.1,8.99532324,14.45269461
1602.7,9.026445199,14.4730581
1606.4,9.05359138,14.48014372
1610,9.090834614,14.48001364
1613.6,9.125590225,14.46458446
1617.2,9.163978265,14.41730372
1620.9,9.20141131,14.3336274
1624.5,9.238249799,14.21770537
1628.1,9.270141995,14.08540839
1631.7,9.303833712,13.97166782
1635.4,9.332583128,13.87795878
1639,9.352544934,13.82406982
1642.6,9.363046038,13.81250584
1646.2,9.376249989,13.84653988
1649.8,9.392116338,13.85409842
1653.4,9.403751558,13.75211202
1657.1,9.412985182,13.49101049
1660.7,9.41785862,13.09735195
1664.3,9.420426445,12.60580058
1667.9,9.408987322,12.0945999
1671.5,9.402649055,11.62943854
1675.1,9.405001184,11.29893941
1678.7,9.388034931,11.09713732
1682.3,9.364879058,11.03168209
1685.9,9.33721725,11.06485001
1689.5,9.317077564,11.17973313
1693.1,9.299650035,11.36687687
1696.7,9.289311092,11.63724543
1700.3,9.273205439,11.9179574
1703.9,9.257805308,12.16652507
1707.5,9.237992162,12.35093158
1711.1,9.207053634,12.47469858
1714.7,9.175524525,12.54991295
1718.3,9.147924368,12.6011635
1721.9,9.116982861,12.64140615
1725.5,9.084524558,12.71479193
1729.1,9.06819807,12.84405198
1732.7,9.070475571,13.02958915
1736.3,9.073953218,13.22382162
1739.9,9.083032781,13.37759713
1743.5,9.074032781,13.4432355
1747.1,9.068455704,13.44104146
1750.6,9.040343821,13.3773625
1754.2,9.022916723,13.30584242
1757.8,9.023046223,13.24583367
1761.4,8.996629585,13.21770166
1765,8.987116854,13.24045446
1768.6,8.994648352,13.32866726
1772.1,9.011644385,13.44419821
1775.7,9.047435826,13.58515499
1779.3,9.061938792,13.68429457
1782.9,9.072091456,13.76411656
1786.4,9.101200245,13.82078633
1790,9.13467764,13.884084
1793.6,9.226496778,13.99135724
1797.2,9.314106564,14.05476822
1800.7,9.413046179,14.12293
1804.3,9.485991717,14.18886113
1807.9,9.513380426,14.2550968
1811.4,9.627035839,14.35077435
1815,9.753139126,14.38527639
1818.6,9.764615646,14.39915869
1822.1,9.759045518,14.40317234
1825.7,9.812044345,14.41888673
1829.3,9.948740863,14.34261683
1832.8,10.06738712,14.09686409
1836.4,9.800745673,13.80102105
1839.9,9.688025309,13.61574849
1843.5,9.702295398,13.52964185
1847.1,9.739356792,13.51087385
1850.6,9.615403677,13.26818162
1854.2,9.529711172,13.39964464
1857.7,9.389984591,13.36451614
1861.3,9.322888784,13.20742578
1864.8,9.254557547,13.09009279
1868.4,9.27596887,13.28087481
1872,9.287467211,13.17894194
1875.5,9.301780332,13.43590492
1879.1,9.083084017,13.22233963
1882.6,8.871092193,13.5921945
1886.2,8.809761452,13.43522162
1889.7,8.63968033,13.54160551
1893.3,8.809755083,13.33017144
1896.8,8.791291605,13.30821996
1902.6,6.433764396,12.86752879
1905.4,6.92232091,12.62308903
1908.1,6.350209014,13.45241646
1910.9,6.086209757,14.34550164
1913.6,5.236989236,14.2143349
1916.3,5.435421645,14.032262
1919.1,5.863684006,13.60048929
1921.8,6.086979476,12.86752879
1924.5,6.169000429,13.05286357
1927.3,5.9389287,13.59803269
1930,5.723476342,13.43585045
1932.7,5.625405785,13.03602446
1935.4,5.624310307,12.81170437
1938.2,5.422094729,12.75385804
1940.9,5.352371516,12.66765586
1943.6,5.213347831,12.44568251
1946.3,5.259243512,12.40424555
1949,5.324087601,12.46615633
1951.7,5.350164002,12.55552624
1954.4,5.33115813,12.63454536
1957.1,5.298104021,12.60288495
1959.8,5.27470455,12.51886529
1962.5,5.277025638,12.45060124
1965.2,5.368146251,12.48336856
1967.9,5.387704368,12.49490467
1970.6,5.356027213,12.49428648
1973.3,5.339423162,12.51477411
1976,5.39316375,12.55059458
1978.6,5.443954489,12.59700197
1981.3,5.495077286,12.64206705
1984,5.548518634,12.71418232
1986.7,5.578167753,12.77753668
1989.3,5.611283009,12.84253158
1992,5.666605467,12.92602965
1994.7,5.727982599,13.04396628
1997.3,5.788692171,13.21226647
2000,5.851696703,13.41434642
2002.6,5.992231545,13.53269516
2005.3,6.128686,13.4336187
2007.9,6.103643746,13.2801796
2010.6,6.102695902,13.25745391
2013.2,6.167248953,13.29919315
2015.9,6.167329813,13.2599457
2018.5,6.14885815,13.16181245
2021.2,6.111564748,13.05420002
2023.8,6.095248725,13.02216302
2026.4,6.08445198,13.07962545
2029.1,6.078002049,13.15371983
2031.7,6.093547487,13.23657726
2034.3,6.1088268,13.30485123
2036.9,6.108300798,13.33359266
2039.6,6.105094736,13.36370072
2042.2,6.121494833,13.38460673
2044.8,6.128636534,13.41780211
2047.4,6.160134951,13.47312492
2050,6.191390719,13.50833689
2052.6,6.237853965,13.48983251
2055.2,6.263777026,13.41526587
2057.8,6.279023937,13.33690818
2060.4,6.282916838,13.32868307
2063,6.287661068,13.33192865
2065.6,6.293595237,13.31081376
2068.2,6.31531996,13.28465919
2070.8,6.298072863,13.28122249
2073.4,6.298193824,13.2663947
2076,6.330061098,13.23343004
2078.6,6.326722781,13.23514325
2081.1,6.315360001,13.26129224
2083.7,6.323702165,13.27380644
2086.3,6.347927222,13.30878551
2088.9,6.37647299,13.3059624
2091.4,6.380920335,13.27707026
2094,6.39202905,13.27183995
2096.6,6.420868593,13.27915355
2099.1,6.438874613,13.25463758
2101.7,6.445212375,13.2504001
2104.2,6.456824483,13.24673912
2106.8,6.477530567,13.24075774
2109.3,6.4990753,13.24786876
2111.9,6.519309586,13.22247749
2114.4,6.557214635,13.18001626
2117,6.595514305,13.10433066
2119.5,6.605935555,13.01380955
2122.1,6.608735829,12.92714869
2124.6,6.647403181,12.81055845
2127.1,6.672623769,12.6699899
2129.6,6.68811952,12.49180625
2132.2,6.685788159,12.20450531
2134.7,6.683004967,11.80987061
2137.2,6.680070105,11.36636031
2139.7,6.677090987,10.96147049
2142.3,6.693339904,10.70616537
2144.8,6.72657624,10.62623629
2147.3,6.71725452,10.64077253
2149.8,6.723201097,10.66505332
2152.3,6.740664399,10.65595989
2154.8,6.729695637,10.5932424
2157.3,6.726459256,10.47488637
2159.8,6.736778491,10.35885396
2162.3,6.754804776,10.26033539
2164.8,6.759137977,10.17920878
2167.3,6.734817991,10.13948442
2169.8,6.725292236,10.18631281
2172.2,6.730594889,10.35689846
2174.7,6.735190936,10.5660487
2177.2,6.746815143,10.74183103
2179.7,6.78936958,10.83848744
2182.2,6.810909034,10.83668723
2184.6,6.806300835,10.82458703
2187.1,6.810175893,10.90686328
2189.6,6.818039008,11.13151655
2192.1,6.807415958,11.40847464
2194.5,6.820242416,11.65110933
2197,6.832745015,11.89672979
2199.4,6.843662739,12.10675747
2201.9,6.822682212,12.21600835
2204.3,6.815267861,12.26180578
2206.8,6.876439338,12.34330846
2209.2,6.908572735,12.42065696
2211.7,6.88383649,12.45307391
